"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"1";"JSM406";"Statistics in SPSS";;"Petrúšek,I.";"3";"5";NULL;NULL;NULL;"4";"5";"3";"1";"4";"4";"1";"1";"Svůj obor VERASP jsem začala studovat až na magisterském stupni studia, statistika v SPSS je mi naprosto cizí a postrádám smysl se ji učit. Rozumím, že předmět je vhodný pro sociologii, ale tu nestuduji. V případě, že by již bylo zcela bezpodmínečně nutné se statistiku v SPSS učit, nerozumím, proč mám začínat tím nejtěžším kurzem a ke všemu v angličtině.Kurz je opravdu velmi těžký pro někoho, kdo o statistice nevím prakticky nic. Ani vyučující nechápal, proč tam musím chodit.";"Navrhuji aby kurz nebyl podmínkou pro diplomové semináře. Ať jde o pvp, které si můžu, ale nemusím splnit. Popřípadě, ať studenti nemusí plnit předmět v jeho nejtěžší formě.";"ks"
"2";"JSM505";"Ekonomie veřejného sektoru";"Kotherová,Z.";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"1";"4";"2";"3";"4";;;"kvsp"
"3";"JSM506";"Metody analýzy politik";"Nekola,M.";;"3";"3";"4";"5";"3";NULL;NULL;NULL;"1";"4";"5";"4";"3";;;"kvsp"
"4";"JSM512";"Teorie a praxe veřejné správy";"Ochrana,F.";;"4";"3";"4";"4";"3";NULL;NULL;NULL;"3";"4";"2";"3";"4";;;"kvsp"
"5";"JSM515";"Proces tvorby politik";"Novotný,V.";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kvsp"
"6";"JSM519";"Social Policy";"Angelovská,O.,Kotrusová,M.";"Angelovská,O.";"3";"4";"4";"4";"2";"2";"2";"4";"1";"4";"2";"4";"3";;"Sestavení kurzu nemá jasno v tom, pro koho je .. pro studenty pokračující z bakalářského studia je pravděpodobně velkým opakováním, pro studenty z jiných oborů je to neucelený mišmaš. Jednotlivé části kurzu se velmi překrývají, např. stejná látka na přednášce, semináři, v testu i v seminární práci.";"kvsp"
"7";"JLB006";"Angličtina pro politology II";;"Stružková,I.";"5";"3";NULL;NULL;NULL;"5";"5";"5";"2";"5";"5";"4";"5";"Velmi oceňuji vždy skvělou připravenost Mgr. Ivy Stružkové, hodiny se snažila dělat zajímavé. Pokaždé odpovídala bleskově na dotazy skrz e-mail, což na škole není běžné. Během semestru jsem si díky předmětu zlepšila mluvený projev a myslím, že zbytek třídy je na tom stejně, prezentace bych tedy rozhodně zachovala.";"Možná více textů z aktuálního politického dění, na kterých by se cvičila nová slovní zásoba.";"cjp"
"8";"JPB222";"Metodologický proseminář II";;"Komasová,S.,Parízek,M.";"2";"5";NULL;NULL;NULL;"2";"4";"2";"1";"2";"1";"1";"1";;;"kmv"
"9";"JPB259";"Politické myšlení novověku II";"Franěk,J.,Kučera,J.";;"3";"4";"3";"3";"3";NULL;NULL;NULL;"2";"3";"1";"3";"3";;;"kp"
"10";"JEB112";"Strategic Management";"Balcar,P.,Stříteský,V.";;"4";"2";"4";"4";"4";NULL;NULL;NULL;"2";"4";"5";"4";"4";;;"ies"
"11";"JEB126";"Introductory Banking";"Pečená,M.,Teplý,P.";;"3";"3";"4";"4";"4";NULL;NULL;NULL;"1";"3";"3";"3";"3";"The material of the course is very interesting and it talks about topics of great importance for the economic future. The professors are very clear and they always attend to the doubts of the students.";"Sometimes there is too much content and time is very limited. The time could be redistributed on the different topics to give more importance to the most complicated topics.";"ies"
"12";"JEB135";"Economics of Global Business";"Semerák,V.";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";"The teacher gives many additional resources to the obligatory ones. The material of the subject is very diverse and helps to perfectly understand the topics of the subject.";"The course can sometimes be very extensive for the duration of the semester. There could be a redistribution of time to explain each topic (according to its importance).";"ies"
"13";"JEM100";"Corporate Governance";;"Cazachevici,A.,Čovan,M.,Kopečná,V.,Mejstřík,M.";"3";"1";NULL;NULL;NULL;"3";"3";"3";"2";"2";"3";"3";"3";;;"ies"
"14";"JEM159";"International Commercial Dispute Resolution";"Hülle,T.,Vágnerová,P.";;"4";"2";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"ies"
"15";"JEM164";"Public Finance - IEPS";"Janský,P.,Palanský,M.";;"4";"2";"3";"3";"3";NULL;NULL;NULL;"1";"3";"3";"3";"3";;;"ies"
"16";"JEM165";"International Political Economy";"Paulus,M.,Semerák,V.";;"3";"5";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"3";;;"ies"
"17";"JPM589";"Applied Political Game Theory";"Parízek,M.";;"4";"3";"4";"4";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kmv"
"18";"JSM406";"Statistics in SPSS";;"Petrúšek,I.";"4";"3";NULL;NULL;NULL;"4";"4";"5";"1";"4";"4";"4";"4";;;"ks"
"19";"JJB608";"Úvod do lingvistiky a sémiotiky";"Podzimek,J.";;"2";"3";"2";"4";"1";NULL;NULL;NULL;"1";"3";"2";"2";"3";;;"kms"
"20";"JJB609";"Sociologie médií";"Miessler,J.";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"5";;;"kms"
"21";"JJB610";"Média a česká kultura";"Knapík,J.";;"4";"2";"5";"5";"3";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"kms"
"22";"JJB623";"Mediální gramotnost - projekt";"Wolák,R.";;"4";"3";"5";"5";"5";NULL;NULL;NULL;"2";"4";"5";"4";"4";;;"kms"
"23";"JJB624";"Zpravodajství médií veřejné služby";"Železný,J.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";;;"kms"
"24";"JPB209";"Jaderné soupeření supervelmocí v bipolárním světě";"Bříza,V.";;"5";"2";"5";"5";"5";NULL;NULL;NULL;"2";"5";"4";"5";"5";;;"kmv"
"25";"JPB226";"Československý politický systém II";"Švec,K.";;"5";"3";"5";"5";"3";NULL;NULL;NULL;"2";"5";"5";"5";"5";;;"kp"
"26";"JPB255";"Politická věda ve 20. století: geneze a proměny oboru II";"Bednářová,K.,Gelnarová,J.,Höfer,K.";"Brabec,D.";"5";"3";"5";"5";"3";"5";"5";"5";"2";"5";"4";"4";"5";;;"kp"
"27";"JPB924";"Zahraničná politika SR";"Krausz Hladká,M.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"3";"4";"5";;;"kp"
"28";"JPB261";"Politické myšlení novověku IV";"Franěk,J.";;"4";"4";"4";"5";"2";NULL;NULL;NULL;"2";"4";"3";"4";"4";;;"kp"
"29";"JJB177";"Filmový seminář II";;"Šobr,M.";"5";"1";NULL;NULL;NULL;"3";"3";"3";"1";"2";"3";"1";"4";;;"kz"
"30";"JLB006";"Angličtina pro politology II";;"Stružková,I.";"5";"3";NULL;NULL;NULL;"5";"5";"5";"2";"5";"5";"4";"5";;;"cjp"
"31";"JPB567";"Analýza politiky";"Jüptner,P.,Klapal,P.,Riegl,M.";;"2";"5";"2";"2";"2";NULL;NULL;NULL;"2";"3";"3";"2";"2";;;"kp"
"32";"JEB112";"Strategic Management";"Balcar,P.,Stříteský,V.";;"1";"1";"1";"5";"1";NULL;NULL;NULL;"4";"1";"2";"2";"1";"I valued the intensity of the homework.";"1. Skip the country presentations. We wasted several lectures and did nothing, but listed. We did not learn anything new during the lecture, but still had to do homework assignments.  2. Make the students interested in the subject, because most of the times the classes were dull. 3. Don't discuss the homework during class, because each time we waste so much time, that I would be easier for me to count how many normal full length classes we had.";"ies"
"33";"JPB267";"Úvod do bezpečnostních a konfliktních studií";"Karásek,T.";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"4";"3";"4";"3";;;"kbs"
"34";"JPB257";"Politické systémy II";"Brunclík,M.,Jeřábek,M.,Kotábová,V.";;"3";"4";"4";"4";"4";NULL;NULL;NULL;"1";"3";"2";"3";"3";;;"kp"
"35";"JPB253";"České novověké dějiny II.";"Kučera,J.";;"2";"5";"2";"2";"2";NULL;NULL;NULL;"1";"3";"2";"2";"2";;;"kp"
"36";"JPB012";"Politická geografie II";"Romancov,M.";;"5";"2";"5";"5";"5";NULL;NULL;NULL;"3";"5";"3";"5";"5";;;"kp"
"37";"JPB019";"Dějiny mezinárodních vztahů II";"Soukup,J.";;"5";"2";"5";"5";"4";NULL;NULL;NULL;"3";"4";"3";"4";"5";;;"kmv"
"38";"JPB096";"Evolution of International Relations on the Map";"Romancov,M.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";;;"kp"
"39";"JPB222";"Metodologický proseminář II";;"Komasová,S.,Parízek,M.";"3";"5";NULL;NULL;NULL;"4";"4";"4";"1";"3";"2";"3";"3";;;"kmv"
"40";"JEB126";"Introductory Banking";"Pečená,M.,Teplý,P.";;"4";"4";"4";"4";"3";NULL;NULL;NULL;"1";"4";"4";"4";"4";"I valued the up to date material, especially about fintech.";"I would suggest adding some kind of project during the semester.";"ies"
"41";"JEB004";"Ekonomie II";"Havránek,T.,Matoušek,J.,Polák,P.";"Matoušek,J.,Polák,P.";"5";"3";"5";"5";"5";"5";"5";"5";"1";"5";"4";"5";"5";;;"ies"
"42";"JEB024";"Základy soukromého práva";"Bajura,J.,Horáček,T.,Pražák,P.";;"4";"2";"4";"5";"4";NULL;NULL;NULL;"3";"3";"4";"3";"4";;;"ies"
"43";"JPM906";"Surveys and Polling Workshop";;"Kotábová,V.";"4";"3";NULL;NULL;NULL;"4";"4";"5";"1";"4";"4";"3";"4";;;"kp"
"44";"JEM036";"Financial Markets Instruments II";"Dědek,O.,Poláková,N.,Polák,P.";"Dědek,O.,Poláková,N.,Polák,P.";"4";"4";"4";"4";"3";"5";"5";"5";"1";"4";"4";"5";"3";"The provided handbook with all the required material.";"Updates on the slides, because sometimes there were differences between the lecture and seminar slides.";"ies"
"45";"JEB046";"Účetnictví I";"Kemény,I.";;"4";"2";"4";"4";"4";NULL;NULL;NULL;"3";"3";"4";"4";"4";;;"ies"
"46";"JEB059";"Seminář matematické analýzy a algebry II";;"Svoboda,S.";"5";"3";NULL;NULL;NULL;"5";"5";"5";"1";"4";"5";"4";"5";;;"ies"
"47";"JEM061";"Quantitative Finance II";"Baruník,J.,Hanus,L.,Vácha,L.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"2";"5";"5";"5";"5";"I overall enjoyed the course. I got to touch and understand something new and this is really interesting for me.";"I would suggest advertising the course a bit more, because I believe that most of the students are too afraid to take this course.";"ies"
"48";"JEB063";"Seminář k aktualitám II";;"Bobková,B.,Vyhnánek,T.";"5";"2";NULL;NULL;NULL;"5";"5";"5";"1";"5";"3";"5";"5";;;"ies"
"49";"JEB104";"Microeconomics I";"Janhuba,R.,Šťastná,L.";"Čechová,K.,Chadimová,K.,Jonášová,J.,Opatrný,M.";"4";"4";"5";"5";"3";"4";"5";"3";"1";"5";"5";"5";"4";;;"ies"
"50";"JEM001";"Master´s Thesis Seminar I";;"Havránek,T.,Havránková,Z.,Mejstřík,M.";"4";"2";NULL;NULL;NULL;"4";"5";"4";"1";"2";"3";"1";"4";"Docenta Havránka, jeho snahu pochopit a pomoci";;"ies"
"51";"JEB111";"Advanced Data Analysis in MS Excel";;"Kolcunová,D.,Poláková,N.,Polák,P.";"5";"2";NULL;NULL;NULL;"4";"4";"4";"1";"5";"5";"4";"5";;;"ies"
"52";"JEB117";"Mathematics for Economists";"Ba,L.";;"4";"3";"4";"4";"3";NULL;NULL;NULL;"1";"3";"4";"4";"4";;;"ies"
"53";"JEM116";"Applied Econometrics";"Baruník,J.,Baxa,J.,Horváth,R.";"Čech,F.,Kukačka,J.,Nevrla,M.";"5";"3";"5";"5";"5";"5";"5";"4";"1";"4";"5";"5";"5";"I liked the amount of new models I touched on during the course, together with the fact that we got to see and use some of them in practice.";"I don't have anything to suggest. In my opinion, everything was great.";"ies"
"54";"JEM185";"Microeconomics of Banking";"Janda,K.";;"4";"3";"3";"4";"5";NULL;NULL;NULL;"3";"3";"2";"3";"3";;;"ies"
"55";"JEB142";"Introductory Statistics";"Červinka,M.,Hanus,L.,Kukačka,J.,Nevrla,M.,Smutná,Š.";"Hanus,L.,Nevrla,M.,Smutná,Š.";"5";"4";"4";"4";"5";"4";"5";"5";"1";"5";"5";"5";"5";;;"ies"
"56";"JLB004";"Angličtina pro ekonomy II";;"Gloverová,M.";"5";"1";NULL;NULL;NULL;"5";"5";"2";"1";"3";"3";"4";"4";;;"cjp"
"57";"JEM128";"Financial Modelling Using MS Excel and VBA";;"Jakubík,P.,Kučera,A.";"4";"4";NULL;NULL;NULL;"4";"4";"5";"1";"3";"5";"4";"5";"I valued most the last lecture, when the teacher presented something that we suggested. It was really interesting and practical.";"I would suggest expanding a bit more on the VBA part, because it felt that the Excel part was a bit too long.";"ies"
"58";"JPB198";"Úvod do politologie";"Brunclík,M.,Halamka,T.,Parízek,M.";;"3";"3";"3";"2";"1";NULL;NULL;NULL;"1";"2";"1";"2";"2";;;"kp"
"59";"NMMA702";"Matematika 2";"Honzík,P.,Spurný,J.";"Skříšovský,E.";"5";"5";"5";"5";"4";"5";"5";"5";"1";"5";"5";"5";"5";;;"ies"
"60";"JEM140";"Quantitative Multivariate Finance";"Burda,M.";;"5";"3";"4";"5";"4";NULL;NULL;NULL;"1";"4";"5";"5";"5";"I valued the elaboration on each of the discussed model together with their comparison. I believe, that learning and understanding the main differences between the discussed model is crucial to any student.";"I would suggest adding more examples (research papers) where the multivariate models were used to get a better inference.";"ies"
