"1";"JSB008";"Dějiny sociologie II.";"Šanderová, Balon";"Hlaváček, K.";"3";"4";"3";"3";"2";"5";"5";"4";"3";"4";"2";"4";"4";"cvičícího, kreativní pojetí cvičení";"podklady od obou přednášejících, nejen od doc. Šanderové";"ks"
"2";"JSB008";"Dějiny sociologie II.";"Šanderová, Balon";"Hlaváček, K.";"2";"3";"3";"3";"1";"1";"5";"1";"1";"1";"1";"2";"2";;;"ks"
"3";"JSB008";"Dějiny sociologie II.";"Šanderová, Balon";"Hlaváček, K.";"3";"4";"2";"3";"4";"4";"3";"3";"3";"3";"3";"2";"3";"nic";"formy testů";"ks"
"4";"JSB008";"Dějiny sociologie II.";"Šanderová, Balon";"Hlaváček, K.";"3";"2";"3";"3";"3";"5";"5";"5";"3";"4";"3";"4";"3";"přístup cvičícího";"přednášky, velice nezáživné";"ks"
"5";"JSB008";"Dějiny sociologie II.";"Šanderová, Balon";"Hlaváček, K.";"4";"5";"5";"2";"3";"5";"5";"5";"2";"4";"4";"4";"3";;;"ks"
"6";"JSB008";"Dějiny sociologie II.";"Šanderová, Balon";"Hlaváček, K.";"4";"3";"4";"4";"4";"5";"5";"3";"1";"4";"2";"4";"5";;;"ks"
"7";"JSB008";"Dějiny sociologie II.";"Šanderová, Balon";"Hlaváček, K.";"4";"4";"4";"4";"4";"4";"3";"3";"1";"4";"4";"4";"5";;;"ks"
"8";"JSB008";"Dějiny sociologie II.";"Šanderová, Balon";"Hlaváček, K.";"5";"4";"4";"2";"3";"4";"5";"5";"1";"5";"3";"5";"5";"cvičení v současné podobě";"změna záverečné zkoušky - ústní (popřípadě) vysvětlení jevů - test je dost omezený možnostmi";"ks"
"9";"JSB008";"Dějiny sociologie II.";"Šanderová, Balon";"Hlaváček, K.";"3";"3";"4";"3";"2";"5";"5";"5";"1";"5";"3";"4";"4";;;"ks"
"10";"JSB453";"Kritická teorie";"Hlaváček, K.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";;"trochu by se mohla zkrátit délka semináře";"ks"
"11";"JSB453";"Kritická teorie";"Hlaváček, K.";;"5";"3";"4";"5";"5";NULL;NULL;NULL;"1";"5";"3";"4";"5";;;"ks"
"12";"JSB453";"Kritická teorie";"Hlaváček, K.";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"ks"
"13";"JSB453";"Kritická teorie";"Hlaváček, K.";;"4";"5";"4";"5";"4";NULL;NULL;NULL;"1";"4";"3";"4";"3";"oceňuji přístup přednášejícího ke studentům";"3 hodiny v kuse jsou na tak složité debaty až moc";"ks"
"14";"JSB453";"Kritická teorie";"Hlaváček, K.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"5";"5";;;"ks"
"15";"JSB453";"Kritická teorie";"Hlaváček, K.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"organizace výuky, náplň výuky";;"ks"
"16";"JSB453";"Kritická teorie";"Hlaváček, K.";;"4";"4";"4";"4";"3";NULL;NULL;NULL;"1";"3";"3";"4";"5";"bloková výuka, diskuze, mediální vsuvka";"časy výuky až do večera";"ks"
"17";"JSB453";"Kritická teorie";"Hlaváček, K.";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"4";;;"ks"
"18";"JSB453";"Kritická teorie";"Hlaváček, K.";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"5";"přístup vyučujícího => volnost, spontánost, originálnost => odklon od zbytečné standardizace průběhu semináře";"ještě propracovat průběh semináře => vím, že je těžké rozproudit debatu";"ks"
"19";"JSB453";"Kritická teorie";"Hlaváček, K.";;"5";"5";"5";"5";"4";NULL;NULL;NULL;"1";"5";"3";"5";"5";"propojení s beletrií a filmem (Avatar, Pán much)";"3 hodiny je opravdu příliš dlouho";"ks"
"20";"JSB453";"Kritická teorie";"Hlaváček, K.";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"1";"4";"3";"3";"4";"zajímavý výklad, obohaceno o zábavné prvky formy výuky a diskuzí";;"ks"
"21";"JSB453";"Kritická teorie";"Hlaváček, K.";;"5";"5";"5";"5";"4";NULL;NULL;NULL;"1";"4";"4";"5";"5";"diskuze, které probíhaly na každém semináři, pomohly mi lépe pochopit obsahy textů, které se na každý seminář četly";;"ks"
"22";"JSB453";"Kritická teorie";"Hlaváček, K.";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"1";"5";"2";"4";"5";"přístup přednášejícího, diskuze";"oživit, zkrátit na 8O minutové bloky - 3 hodiny je moc";"ks"
"23";"JSB453";"Kritická teorie";"Hlaváček, K.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"5";"5";"komunikativní koncept kurzu";;"ks"
"24";"JSB453";"Kritická teorie";"Hlaváček, K.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"3";"5";"5";"přístup pana Hlaváčka";;"ks"
"25";"JSB004";"Social Inequality";"Vann, B.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"The organisation of the course ... To individuality helping students. The passion of the lecturer.";"Maybe the course was abit heavy ... To what used to.";"ks"
"26";"JSB004";"Social Inequality";"Vann, B.";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"knowledge of the lecturer";"too much work";"ks"
"27";"JSB004";"Social Inequality";"Vann, B.";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"3";"3";"3";"4";;;"ks"
"28";"JSB004";"Social Inequality";"Vann, B.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"ks"
"29";"JSB004";"Social Inequality";"Vann, B.";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"1";"4";"5";"3";"5";;"english evaluation questionerrres maybe? Embarrassing for the faculty";"ks"
"30";"JSB004";"Social Inequality";"Vann, B.";;"5";"3";"5";"4";"5";NULL;NULL;NULL;"1";"4";"4";"4";"5";;;"ks"
"31";"JSB004";"Social Inequality";"Vann, B.";;"3";"2";"3";"5";"4";NULL;NULL;NULL;"2";"4";"4";"3";"3";;;"ks"
"32";"JSB004";"Social Inequality";"Vann, B.";;"5";"4";NULL;"5";"5";NULL;NULL;NULL;"1";"4";"4";"3";"5";;;"ks"
"33";"JSB004";"Social Inequality";"Vann, B.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"interaktivitu, diskuze nad esejemi";;"ks"
"34";"JSB004";"Social Inequality";"Vann, B.";;"5";"4";"4";"5";"4";NULL;NULL;NULL;"1";"5";"4";"4";"4";"international student stuff and proffesor";"larger time for final work";"ks"
"35";"JSB015";"Kvantitativní metodologie";"Remr";"Rössler, Záleská";"3";"4";"4";"4";"4";"4";"4";"4";"1";"3";"4";"4";"3";;;"ks"
"36";"JSB015";"Kvantitativní metodologie";"Remr";"Rössler, Záleská";"4";"2";"5";"5";"4";"5";"5";"5";"1";"4";"4";"4";"4";;;"ks"
"37";"JSB015";"Kvantitativní metodologie";"Remr";"Rössler, Záleská";"5";"4";"5";"5";"4";"4";"5";"3";"1";"4";"5";"5";"4";;;"ks"
"38";"JSB015";"Kvantitativní metodologie";"Remr";"Rössler, Záleská";"3";"5";"4";"3";"4";"5";"5";"4";"1";"4";"5";"4";"5";;;"ks"
"39";"JSB015";"Kvantitativní metodologie";"Remr";"Rössler, Záleská";"5";"3";"5";"5";"4";"5";"5";"5";"1";"4";"4";"4";"5";"Honzu Rösslera a Evu Záleskou";;"ks"
"40";"JSB015";"Kvantitativní metodologie";"Remr";"Rössler, Záleská";"4";"4";"5";"5";"4";"5";"4";"5";"1";"5";"5";"5";"5";"semináře";;"ks"
"41";"JSB015";"Kvantitativní metodologie";"Remr";"Rössler, Záleská";"5";"4";"5";"5";"5";"5";"4";"5";"1";"5";"5";"5";"5";;;"ks"
"42";"JSB015";"Kvantitativní metodologie";"Remr";"Rössler, Záleská";"4";"3";"5";"5";"4";"4";"4";"4";"1";"4";"4";"4";"4";;;"ks"
"43";"JSB015";"Kvantitativní metodologie";"Remr";"Rössler, Záleská";"5";"4";"5";"5";"4";"4";"5";"4";"1";"5";"5";"5";"5";;;"ks"
