"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"1";"JMB177";"Moderní dějiny Rumunska";"Tejchman Miroslav";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"5";;;"krvs"
"2";"JLB100";"Czech as a Foreign Language I";;"Arsenjuková,K.";"5";"4";NULL;NULL;NULL;"5";"5";"5";"1";"5";"5";"5";"5";"the methods used really helped with learning the language!";;"kjp"
"3";"JPM696";"Economic Warfare";"Ludvík,J.";;"3";"2";"3";"3";"3";NULL;NULL;NULL;"2";"4";"3";"4";"4";;"I didn't like that the lectures just contained presentations by the students on their papers, also the readings were sometimes difficult to find";"kbs"
"4";"JPM698";"Middle East Security";"Ditrych,O.";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"4";"2";"5";"4";;;"kbs"
"5";"JPM695";"War Studies";"Hays II,G.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"I think one of the best parts was that we could be randomly called out for writing summaries of the texts we had to read for that class on the board. It meant that you took the time to actually fully read and understand the weekly texts. Also, it was great that the class was so small, it encouraged discussion. Moreover, I liked that the first half of the semester was about gaining the theoretical background and the second half about presenting the projects we wanted to write on. ";"Honestly, none. The class was great.";"kbs"
"6";"JPM561";"Regional Security Studies";"Karásek Tomáš,Klosek,K.";;"4";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"2";"5";"4";"I really liked the lectures and literature!";"I am very, very disappointed that we spent half of the little time we had on tests! In my opinion there are better ways to make sure everybody reads the literature (like a general question on one of the texts at the beginning of each class that will be graded) without wasting so much time. ";"kbs"
"7";"JPM561";"Regional Security Studies";;"Daniel,J.,Karásek Tomáš";"4";"5";NULL;NULL;NULL;"5";"5";"5";"1";"5";"1";"5";"4";"lectures and literature were very good!";"I am disappointed that we spent half the time we had on tests, in my opinion there are better ways to make sure everybody reads the literature without \"wasting\" so much time!";"kbs"
"8";"JPM628";"Researching International Politics: Quantitative Methods";"Parízek, M.";;"4";"4";"5";"5";"3";NULL;NULL;NULL;"1";"5";"5";"4";"4";;;"kmv"
"9";"JPM694";"Strategic Studies";"Ludvík,J.,Smetana,M.,Hynek,N.";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"2";"5";"2";"4";"4";;;"kbs"
"10";"JEB110";"Econometrics II";"Pertold-Gebická,B.,Hausenblas,V.,Hradil,V.,Malinská,B.";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"4";"3";"5";"Skvělého vyučujícího";"Nějaký systém průběžného informování a výsledcích úkolů, projektu a midtermu";"ies"
"11";"JEB110";"Econometrics II";;"Hausenblas,V.,Hradil,V.,Malinská,B.,Pertold-Gebická,B.";NULL;NULL;NULL;NULL;NULL;"5";"5";"4";NULL;NULL;NULL;NULL;NULL;;;"ies"
"12";"JJB135";"Filmový seminář I";;"Šobr, M.";"5";"1";NULL;NULL;NULL;"5";"5";"5";"1";"3";"3";"4";"5";;;"kz"
"13";"JLB053";"Angličtina pro sociální vědy I";;"Gloverová,M.";"5";"3";NULL;NULL;NULL;"4";"5";"5";"1";"4";"4";"4";"5";"Přístup vyučujícího.";"Více času pro nácvik summary.";"kjp"
