"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"2000";"JPM327";"Justice in Politics & Economics";"Salomon";;"5";"4";"4";"5";"5";NULL;NULL;NULL;"1";"4";"3";"5";"5";"Materials, readings";"more discussion in class";"kp"
"2001";"JPM327";"Justice in Politics & Economics";"Salomon";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"1";"5";"4";"5";"5";;"more discussion";"kp"
"2002";"JPM327";"Justice in Politics & Economics";"Salomon";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"4";"The vast knowledge of the lecturer helped me understand the subject better";"Such a complicated subject should have seminars";"kp"
"2003";"JPM327";"Justice in Politics & Economics";"Salomon";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"1";"4";"4";"5";"5";;;"kp"
"2004";"JPM327";"Justice in Politics & Economics";"Salomon";;"4";"4";"3";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"4";"critically engage and evaluate theories";;"kp"
"2005";"JPM327";"Justice in Politics & Economics";"Salomon";;"3";"5";"2";"5";"4";NULL;NULL;NULL;"1";"4";"3";"3";"3";;;"kp"
"2006";"JPM327";"Justice in Politics & Economics";"Salomon";;"4";"4";"2";"4";"3";NULL;NULL;NULL;"1";"5";"5";NULL;"4";;"teacher should try to provide better dialectic, often he doesnt finish what begin to say";"kp"
"2007";"JPM327";"Justice in Politics & Economics";"Salomon";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"1";"5";"4";"5";"5";"subjects, their structure";"just a  bit more structure in the lectures";"kp"
"2008";"JPM327";"Justice in Politics & Economics";"Salomon";;NULL;"4";"4";"5";"4";NULL;NULL;NULL;"1";"5";"3";"4";"4";;;"kp"
"2009";"JPM327";"Justice in Politics & Economics";"Salomon";;"5";"4";"4";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"to know the assumption that is behind the general political discourse present in society and its roots";;"kp"
"2010";"JPM327";"Justice in Politics & Economics";"Salomon";;"4";"3";"4";"5";"3";NULL;NULL;NULL;"1";"4";"2";"3";"3";"structure";"content. Justice mainly discused from contemporary point of view, not in a broad (political) philosophical perspective";"kp"
"2011";"JEB050";"International finance";"Benáček";;"4";"5";"4";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"4";;;"ies"
"2012";"JEB050";"International finance";"Benáček";;"4";"4";"4";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"doc. Benáček attitude";"Lecture notes could be more concise and written in same style";"ies"
"2013";"JEB050";"International finance";"Benáček";;"4";"4";"4";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"ies"
"2014";"JEB050";"International finance";"Benáček";;"5";"5";"5";"5";"4";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"ies"
"2015";"JEB050";"International finance";"Benáček";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"ies"
"2016";"JEB050";"International finance";"Benáček";;"4";"4";"3";"3";"3";NULL;NULL;NULL;"1";"3";"4";"3";"4";;;"ies"
"2017";"JEB050";"International finance";"Benáček";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"hard but interesting, assignments in teams";;"ies"
"2018";"JEB050";"International finance";"Benáček";;"4";"5";"4";"5";"5";NULL;NULL;NULL;"1";"4";"4";"5";"4";;;"ies"
"2019";"JEB050";"International finance";"Benáček";;"3";"5";"4";"5";"4";NULL;NULL;NULL;"1";"4";"4";"4";"3";;;"ies"
"2020";"JEB050";"International finance";"Benáček";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";"lecturer, good selection home assignments, interconnection with reality, practical examples";"add seminars, more excercise for practice";"ies"
"2021";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"5";"5";"5";"5";"4";"4";"5";"5";"3";"3";"3";"3";"3";"logical thinking skill";;"ies"
"2022";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"5";"4";"5";"5";"4";"4";"5";"5";"1";"4";"5";"5";"5";;;"ies"
"2023";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"3";"5";"3";"4";"3";"3";"3";"3";"1";"2";"2";"3";"1";;;"ies"
"2024";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"5";"4";"5";"5";"5";"5";"5";"5";"1";"5";"3";"5";"5";;;"ies"
"2025";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"4";"4";"4";"4";"5";"5";"5";"5";"1";"5";"5";"5";"3";;;"ies"
"2026";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"5";"5";"4";"5";"5";"4";"5";"5";"1";"5";"5";"5";"4";"examples during seminars";"Maybe more illustrations could be a good point";"ies"
"2027";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"3";"5";"2";"3";"2";"2";"3";"2";"1";"3";"2";"2";"1";;"do not only copy from the book";"ies"
"2028";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"4";"5";"4";"4";"5";"4";"4";"5";"1";"4";"4";"4";"4";;;"ies"
"2029";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"4";"5";"5";"5";"5";"5";"4";"5";"1";"3";"4";"4";"3";;;"ies"
"2030";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"3";"5";"1";"3";"1";"1";"3";"1";"1";"1";"1";"1";"1";;;"ies"
"2031";"JEB119";"Mathematics II";"Kalenda";"Kalenda";"3";"5";"4";"5";"4";NULL;NULL;NULL;"1";"3";"4";"4";"3";;;"ies"
"2032";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"4";"3";"4";"5";"4";"4";"5";"3";"1";"4";"4";"4";"4";;;"ies"
"2033";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"5";"4";NULL;NULL;NULL;NULL;NULL;"4";"1";"5";"5";"5";"5";;;"ies"
"2034";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"4";"4";"3";NULL;NULL;NULL;NULL;"3";"1";"5";"4";"5";"5";;;"ies"
"2035";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"5";"4";"5";"5";"4";"5";"5";"4";"1";"5";"4";"4";"4";;;"ies"
"2036";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"4";"3";"5";"4";"4";"3";NULL;"5";"1";"5";"5";"5";"4";;;"ies"
"2037";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"4";"3";"5";"4";"4";"4";"4";"4";"2";"4";"4";"4";"3";;;"ies"
"2038";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"5";"4";"4";"5";"4";"3";"4";"2";"1";"4";"5";"4";"5";;;"ies"
"2039";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"4";"3";"5";"5";"3";"4";"5";"3";"1";"5";"3";"4";"5";"project";;"ies"
"2040";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"5";"4";"4";"4";"4";"4";"4";"4";"1";"5";"5";"4";"5";;;"ies"
"2041";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"5";"5";"5";"4";"4";"4";"5";"4";"2";"5";"5";"5";"5";;"Pridajte Čormančiča";"ies"
"2042";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"5";"5";"5";"5";"4";"4";"4";"5";"1";"5";"5";"5";"5";"demanding project";;"ies"
"2043";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"5";"5";"3";"5";"4";"4";"5";"5";"1";"5";"5";"5";"5";"Novák";"Novák není žádný žofák, Mejstřík ten má čistý rejstřík";"ies"
"2044";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"4";"4";"3";"4";"3";"3";"3";"3";"2";"4";"4";"4";"4";;"Quality of TA is very different, same goes for Teachers. If the course would be taught by Novak it would be much better course";"ies"
"2045";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"3";"3";"2";"4";"3";NULL;NULL;NULL;"1";"4";"5";"5";"4";"task of company evaluation, lectures from J. Novák";;"ies"
"2046";"JEB045";"Finance management";"Mejstřík, Novák";"Avdulaj, Vokatá, Princ";"4";"3";"4";"4";"4";"3";"3";"3";"1";"3";"3";"3";"3";;;"ies"
"2047";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"2";"5";"5";"5";"4";;;"ies"
"2048";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"5";"4";"5";"5";"3";NULL;NULL;NULL;"1";"5";"4";"4";"5";"praktické pochopení kurzů, počítání příkladů";;"ies"
"2049";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"3";"3";"3";"5";"2";NULL;NULL;NULL;NULL;"4";"4";"4";"3";;"chyby v prezentacích";"ies"
"2050";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"3";"3";"4";"4";"3";NULL;NULL;NULL;"1";"3";"3";"3";"3";;;"ies"
"2051";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"5";"4";"4";"5";"4";NULL;NULL;NULL;NULL;"5";"5";"4";"5";;"více procvičování účetních příkladů";"ies"
"2052";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"4";"3";"4";"5";"3";NULL;NULL;NULL;"1";"4";"4";"3";"4";"prezentace, midterm, předtermín, rozvržení známky do více požadavků";"občas trochu nuda, ale to bude tím, že je to účetnictví";"ies"
"2053";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"3";"2";"2";"5";"2";NULL;NULL;NULL;"1";"3";"2";"3";"2";;;"ies"
"2054";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"1";"5";"4";"4";"5";"Probíráná témata";"přidat víc příkladů do přednášek";"ies"
"2055";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"1";"5";"4";"4";"5";"nejlepší je sama přednášející";"více příkladů";"ies"
"2056";"JEM087";"Účetnictví cenných papírů";"Hollmanová";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"1";"5";"5";"5";"5";;;"ies"
"2069";"JPM325";"International political economy";"Benáček";"Petříček";"4";"5";"4";"4";"5";NULL;NULL;NULL;"1";"4";"4";"4";"3";"very broad material presented in organized way";"clearer expectations / more consistent > notified further in advance of deadlines";"kp"
"2070";"JPM325";"International political economy";"Benáček";"Petříček";"5";"3";"5";"4";"4";"4";"3";"4";"1";"5";"4";"4";"5";"discussion on the course";;"kp"
"2071";"JPM325";"International political economy";"Benáček";"Petříček";"5";"4";"4";"4";"4";"4";"4";"5";"1";"5";"4";"4";"4";"Putting the everyday decisionmaking into a broader context";;"kp"
"2072";"JPM325";"International political economy";"Benáček";"Petříček";"2";"5";"3";"3";NULL;NULL;NULL;NULL;"4";"4";"4";"4";"4";;;"kp"
"2073";"JPM325";"International political economy";"Benáček";"Petříček";"3";"5";"4";"4";NULL;NULL;NULL;"3";"2";"4";"4";"4";"3";;;"kp"
"2074";"JPM325";"International political economy";"Benáček";"Petříček";"3";"5";"3";"4";"3";NULL;NULL;"3";"1";"3";"3";"3";"3";;;"kp"
"2075";"JPM325";"International political economy";"Benáček";"Petříček";"4";"4";"4";"3";"4";"3";"4";"4";"2";"3";"3";"3";"3";;;"kp"
"2076";"JPM325";"International political economy";"Benáček";"Petříček";"4";"3";"3";"4";"4";"4";NULL;"5";"5";"4";"3";"3";"4";;;"kp"
"2077";"JPM325";"International political economy";"Benáček";"Petříček";"4";"3";"3";"3";"4";NULL;NULL;NULL;"2";"4";"3";"4";"4";;;"kp"
"2078";"JPM325";"International political economy";"Benáček";"Petříček";"3";"3";"3";"4";"2";"3";"4";"2";"1";"3";NULL;"4";"2";;;"kp"
"2079";"JPM325";"International political economy";"Benáček";"Petříček";"4";"4";"4";"4";"5";"4";"5";"5";"1";"4";"4";"4";"5";"material, guest lecturers";"one less assigment, ";"kp"
"2080";"JPM325";"International political economy";"Benáček";"Petříček";"2";"4";"4";"2";"3";"3";"4";"3";"1";"1";"1";"3";"2";;"less homework";"kp"
"2081";"JEB007";"Mikroekonomie I";"Koubek";"Kvaček";"3";"5";"2";"3";"2";"4";"3";"4";"1";"4";"4";"4";"3";;"komunikace mezi přednášejícím, cvičícími a studenty, zejména zlepšit pozdní opravování průběžných testů, ale hlavně midtermu, aby neodpdávaly semináře > i když jsou pak nahrazeny, tak není stejně efektivní mít delší seminář jednou za 3 týdnynež ho mít každý týden pravidelně";"ies"
"2082";"JEB007";"Mikroekonomie I";"Koubek";"Kvaček";"2";"5";"2";"2";"1";"4";"4";"3";"2";"1";"4";"1";"1";;"rychlejší opravování úlkolů a testů, hlubší rozvinutí jiných přístupů než toho walrasovského (např. pohled mengera apod.)";"ies"
"2083";"JEB007";"Mikroekonomie I";"Koubek";"Janotík";"3";"5";"3";"4";"2";"4";"5";"5";"1";"4";"4";"4";"5";"Janotík lepšie vysvětluje ako Koubek";"nedavať na písemky typy príkladov, ktoré vidím prvýkrát. Janotík by mohol hovoriť slovensky a nie miešanou češtinou a slovenčinou, zmeniť dátum a čas písemek a rychlejšie opravovať úlohy";"ies"
"2084";"JEB007";"Mikroekonomie I";"Koubek";"Bobková";"1";"5";"1";"1";"1";"2";"4";"4";"2";"4";"3";"1";"1";;"Koubek neumí látku srozumitelně vysvětlit, jaký to rozdíl proti p. Kvačkovi, který má skvělý přístup. Naprostý nedostatek přípravy učitelů na hodinu, nestrukturovanost přednášek, dlouhé doby na opravy testů, pozdní příchod učitelů, tisknutí zadání testu v průběhu testu - rušivé a s chybami.";"ies"
"2085";"JEB007";"Mikroekonomie I";"Koubek";"Bobková";"1";"5";"1";"1";"2";"3";"4";NULL;"1";NULL;"3";"2";"2";;;"ies"
"2086";"JEB007";"Mikroekonomie I";"Koubek";"Janotík";"4";"5";"2";"2";"2";"4";"5";"4";"4";"5";"5";"5";"4";"příklady ze života";"při přednáškách se píší pouze rovnice bez jakéhokoli nadpisu či vysvětlivek. Poznámky jsou pak k ničemu";"ies"
"2087";"JEB007";"Mikroekonomie I";"Koubek";"Janotík";"3";"5";"3";"3";"3";"3";"4";"5";"2";"4";"3";"4";"3";;;"ies"
"2088";"JEB007";"Mikroekonomie I";"Koubek";"Ivánková";"2";"5";"2";"3";"2";"1";"2";"3";"1";"4";"2";"3";"2";"skripta, semináře v moodle";"cvičící - Ivánková - vyhodit! Zlepšit srozumitelnost přednášek, přehlednější grafy, opravovat písemky a úkoly rychleji";"ies"
"2089";"JEB007";"Mikroekonomie I";"Koubek";"Bobková";"4";"5";"3";"5";"3";"4";"5";"5";"2";"5";"5";"5";"4";"kvalitní cvičení";"srozumitelnost, snížit náročnost kurzu, opravovat zadání včas nebo míň úkolů";"ies"
"2090";"JEB007";"Mikroekonomie I";"Koubek";"Janotík";"1";"5";"1";"4";"1";"4";"4";"5";"2";"3";"4";"2";"3";"průběžná práce se mi líbí, ale bez základu se člověk nikam nedostane";"srozumitelnost přednášek - 90% posluchačů neví, o čem Koubek mluví! Rychlost oprav úkolů a testů je pomalá!";"ies"
"2091";"JEB007";"Mikroekonomie I";"Koubek";"Kvaček";"2";"4";"2";"3";"2";"5";"2";"5";"1";"3";"3";"3";"4";;;"ies"
"2092";"JEB007";"Mikroekonomie I";"Koubek";"Janotík";"2";"5";"2";"4";"1";"5";"4";"5";"1";"4";"1";"4";"1";"seminář, DÚ, zjednodušená skripta";"více cvičení, méně přednášek. Sjednotit skripta, zlepšit projev a přednášky p. Koubka, nějak přednášky strukturovat. Urychlit opravování úkolů a textů, druhý midtemr je zbytečný.na testy je málo materiálu, více pokusů na midtermy. Sjednotit systém ohodnocení";"ies"
"2093";"JEB007";"Mikroekonomie I";"Koubek";"Janotík";"2";"5";"2";"4";"1";"4";"5";"5";"1";"4";"4";"3";"3";;;"ies"
"2094";"JEB007";"Mikroekonomie I";"Koubek";"Kvaček";"2";"5";"1";"2";"2";"4";"3";"4";"2";"5";"4";"4";"2";"bodový systém, nutnost průběžného studia, body v moodlu";"1) pozdní příchody přednášejícího - nemusel by pak přetahovat 2) přednášky jsou nesrozumitelné, přednášejícíby měl určit téma přednášky 3) důležité věci zopakovat 4) organizace kurzu je dobrá, ale ze strany vyučujících nezvládnutá 5) rychlejší opravování úkolů, testů 6) zveřejnit minuloroční písemky 7) při výkladu nepsat přes sebe";"ies"
"2095";"JEB007";"Mikroekonomie I";"Koubek";"Bobková";"2";"5";"2";"4";"2";"4";"5";"4";"3";"4";"2";"4";"2";"moodle, férové hodnocení";"přehlednější strukturu přednášek, zodpovědnější přístup cvičícího a přednášejícího, 1 přednáška do týdne, nepoměrně obtížnější proti microeconomics, aktualizovat údaje v moodle";"ies"
"2096";"JEB007";"Mikroekonomie I";"Koubek";"Ivánková";"3";"5";"1";"1";"1";"4";"5";"3";"2";"3";"2";"1";"1";"Kurz je ostuda IESu";"pan Koubek tomu rozumí, ale vůbec neumí učit a jeho skripta jsou nesrozumitelná";"ies"
"2097";"JEB007";"Mikroekonomie I";"Koubek";"Janotík";"2";"5";"2";"3";"3";"3";"4";"5";"4";"5";"4";"3";"2";"Kvačka";"Nekompetentnost přednášejícího i cvičících. Slečna Bobková - nejasně zadaný úkol s postupem, který nedoporučuje použít v midtermu. Pomalé hodnocení písemek. Chyby v zadání testu.Cvičící nerozumí látce. Nikdo neodpovídá na emaily. Test s úspěšností 25% je špatně nastavený";"ies"
"2098";"JEB007";"Mikroekonomie I";"Koubek";"Janotík";"3";"5";"2";"4";"2";"4";"4";"5";"1";"5";"4";"4";"4";"nutnost v průběhu semestru něco dělat.";"ztrácím se v přednáškách";"ies"
"2099";"JEB007";"Mikroekonomie I";"Koubek";"Bobková";"3";"5";"1";"2";"1";"4";"5";"5";"1";"4";"5";"4";"4";"cvičení - zde to alespoň částečně pochopím";"Výklad na přednáškách není srozumitelný";"ies"
"2100";"JEB007";"Mikroekonomie I";"Koubek";"Kvaček";"3";"5";"2";"4";"3";"4";"5";"5";"1";"5";"3";"4";"4";;;"ies"
