"cislo_dot";"kod_predm";"nazev_predm";"prednasejici";"cvicici";"q1";"q2";"q3";"q4";"q5";"q6";"q7";"q8";"q9";"q10";"q11";"q12";"q13";"t1";"t2";"katedra_code"
"1";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"4";"4";"4";"4";"4";;;"ks"
"2";"JSB119";"Úvod do sociologie práce";"Kuchař";;"3";"3";"4";"4";"4";NULL;NULL;NULL;NULL;"3";"4";"4";"3";;;"ks"
"3";"JSB119";"Úvod do sociologie práce";"Kuchař";;NULL;"3";"4";"4";"3";NULL;NULL;NULL;"4";"4";"3";"3";"3";;;"ks"
"4";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"3";NULL;"4";"5";NULL;NULL;NULL;NULL;"4";"3";"4";"4";;;"ks"
"5";"JSB119";"Úvod do sociologie práce";"Kuchař";;"5";"4";"4";"4";"5";NULL;NULL;NULL;"5";"3";"3";"4";"5";"přednáška je vedená velmi živě a poutavě, příklady z praxe přibližují teorii, časová preciznost";;"ks"
"6";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"5";"4";"3";NULL;NULL;NULL;"5";"4";"4";"4";"5";"zajímavé přednášky, jejich dostupnost na internetu";;"ks"
"7";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"4";"4";"3";NULL;NULL;NULL;"5";"4";"3";"3";"4";;;"ks"
"8";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"4";NULL;"4";NULL;NULL;NULL;"4";"3";"3";"3";"5";"charizma přednášejícího + halt";;"ks"
"9";"JSB119";"Úvod do sociologie práce";"Kuchař";;"3";"3";"4";"4";"3";NULL;NULL;NULL;"4";"4";"3";"4";"3";"pedagogické schopnosti přednášejícího";;"ks"
"10";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"5";"5";"4";NULL;NULL;NULL;"5";"4";"5";"3";"3";"prezntace";"zvýšit náročnist informací - přijdou mi všeobecné a obecně známé, třeba nějaká ukázka výzkumu, techniky";"ks"
"11";"JSB119";"Úvod do sociologie práce";"Kuchař";;"5";"4";"5";"4";"5";NULL;NULL;NULL;"4";"4";"5";"4";"4";"skvělé preznatce a výklad";;"ks"
"12";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"5";"4";"4";NULL;NULL;NULL;"5";"3";"4";"3";"3";;;"ks"
"13";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"4";"5";"5";NULL;NULL;NULL;"5";"4";"4";"4";"3";;;"ks"
"14";"JSB119";"Úvod do sociologie práce";"Kuchař";;"3";"4";"4";"4";"3";NULL;NULL;NULL;"5";"3";NULL;"4";"4";;;"ks"
"15";"JSB119";"Úvod do sociologie práce";"Kuchař";;NULL;"3";"5";"4";"3";NULL;NULL;NULL;"4";"4";"4";"3";"4";;;"ks"
"16";"JSB119";"Úvod do sociologie práce";"Kuchař";;"3";"4";"4";"4";"4";NULL;NULL;NULL;"4";"4";"4";"3";"4";;;"ks"
"17";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"5";"5";"3";NULL;NULL;NULL;"4";"3";"4";"4";"5";;;"ks"
"18";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"5";"5";"5";NULL;NULL;NULL;"4";"5";"3";"4";"5";;;"ks"
"19";"JSB119";"Úvod do sociologie práce";"Kuchař";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"4";"4";"5";"5";"5";"praktické zkušenosti přednášejícího, schopnost přednášejícího upoutat pozornost";;"ks"
"20";"JSB119";"Úvod do sociologie práce";"Kuchař";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"4";"4";"4";"5";"5";"přístup vyučujícího (nadhled, humor, atraktivní výklad)";"atraktivnější čas";"ks"
"21";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"3";"4";"4";NULL;NULL;NULL;"5";"3";"4";"4";"4";;;"ks"
"22";"JSB119";"Úvod do sociologie práce";"Kuchař";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";"přístup přednášejícího";;"ks"
"23";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"5";"4";"4";NULL;NULL;NULL;"4";"4";"3";"4";"5";"důvtip přednášejícího";;"ks"
"24";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"4";"3";"4";"3";"4";"srozumitelnost výkladu";;"ks"
"25";"JSB119";"Úvod do sociologie práce";"Kuchař";;"5";"4";"5";NULL;"5";NULL;NULL;NULL;"4";"5";"4";"5";"5";"přátelskou atmosféru, poutavý výklad, přednášky využiji při dalším studiu, i v praxi";"uvítala bych cvičení, či rozšiřující přednášku";"ks"
"26";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"5";"5";"5";"5";NULL;NULL;NULL;"4";"5";"3";"5";"4";"přednášející se spoustou osobních zkušeností";;"ks"
"27";"JSB119";"Úvod do sociologie práce";"Kuchař";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;"přístup na wifi, klimatizace, sezení";"ks"
"28";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"5";"5";"4";"4";NULL;NULL;NULL;"5";"5";"4";"5";"4";;;"ks"
"29";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"5";"4";"3";"3";"5";;;"ks"
"30";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"4";"3";"3";"4";NULL;NULL;NULL;"4";"4";"5";"4";"3";;;"ks"
"31";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"5";"4";"5";"4";NULL;NULL;NULL;"5";"4";"3";"5";"5";;;"ks"
"32";"JSB119";"Úvod do sociologie práce";"Kuchař";;"3";"4";"5";"4";"4";NULL;NULL;NULL;"4";"4";"4";"3";"4";"vtipnost výuky, praktické příklady";"hodně teorie, někdy nudnost, někdy mnoho informací, trochu zvolnit";"ks"
"33";"JSB119";"Úvod do sociologie práce";"Kuchař";;"3";"3";"4";"4";"3";NULL;NULL;NULL;"4";"4";"4";"4";"4";;;"ks"
"34";"JSB119";"Úvod do sociologie práce";"Kuchař";;"3";"3";"4";"3";"4";NULL;NULL;NULL;"5";"4";"5";"3";"4";;;"ks"
"35";"JSB119";"Úvod do sociologie práce";"Kuchař";;"4";"3";"4";"3";"4";NULL;NULL;NULL;"5";"4";"4";"4";"4";"dostupnost materiálů z přednášek, způsob provedení zkoušky";;"ks"
"36";"JSM407";"Gender, rodina a socializace";"Maříková";;"4";"3";"4";"5";"3";NULL;NULL;NULL;"5";"3";"4";"3";"4";;;"ks"
"37";"JSM407";"Gender, rodina a socializace";"Maříková";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"4";"4";"3";"4";"5";"pozitivní energie přednášející v kombinaci spolu s pedagogickými dovednostmi, kladení dotazů";"více povinné četby";"ks"
"38";"JSM407";"Gender, rodina a socializace";"Maříková";;"3";"3";"3";"4";"3";NULL;NULL;NULL;"5";"4";"3";"5";"3";;;"ks"
"39";"JSM407";"Gender, rodina a socializace";"Maříková";;"5";"4";"4";"5";"4";NULL;NULL;NULL;"4";"4";"4";"4";"5";;;"ks"
"40";"JSM407";"Gender, rodina a socializace";"Maříková";;"4";"3";"3";"4";"4";NULL;NULL;NULL;"4";"4";"3";NULL;"3";"témata";;"ks"
"41";"JSM407";"Gender, rodina a socializace";"Maříková";;"5";"4";"4";"5";NULL;NULL;NULL;NULL;"5";"5";"5";"5";"5";"pěkný výběr témat, dobré články ke čtení, zajímavé příklady, sympatický přednes vyučující";"sebevědomější argumentaci v případě vznesené kritiky";"ks"
"42";"JSM407";"Gender, rodina a socializace";"Maříková";;"4";"3";"4";"4";"5";NULL;NULL;NULL;"4";"4";"4";"4";"5";;;"ks"
"43";"JSM407";"Gender, rodina a socializace";"Maříková";;"4";"3";"4";"4";"3";NULL;NULL;NULL;"4";"4";"4";"3";"3";"milý přístup vyučující";"kurz se jednotlivých témat dotýká poměrně povrchně na to, že je magisterský > možná se to zdá kvůli tomu, že mnoho informací už jsme slyšeli v jiných kurzech; omezit dělání uvozovek rukama";"ks"
"44";"JSM407";"Gender, rodina a socializace";"Maříková";;"4";"3";"5";"5";"5";NULL;NULL;NULL;"4";"5";"3";"4";"3";"pravidelné čtení článků > příprava anotací na cvičení";"není výtky zásadní";"ks"
"45";"JSM407";"Gender, rodina a socializace";"Maříková";;"3";"4";"3";"3";"3";NULL;NULL;NULL;"5";"4";"4";"3";"3";;"když už se čtou zajímavé texty, tak se jim na hodinách více věnovat - udělat několikrát za semestr jedn diskuzi o textech bez přednášky";"ks"
"46";"JSM407";"Gender, rodina a socializace";"Maříková";;"3";"4";"3";"5";"3";NULL;NULL;NULL;"5";"3";"3";"4";"4";"četba textů, diskuze nad nimi v semináři";;"ks"
"47";"JSM407";"Gender, rodina a socializace";"Maříková";;"4";"3";"4";"5";"3";NULL;NULL;NULL;"4";"4";"3";"4";"4";;;"ks"
"48";"JSM523";"Sociální politika";"Angelovská";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"5";"4";"4";"4";"5";"celkový přehled";;"kvsp"
"49";"JSM523";"Sociální politika";"Angelovská";;"4";"3";"4";"5";"5";NULL;NULL;NULL;"5";"5";"4";"5";"5";;;"kvsp"
"50";"JSM523";"Sociální politika";"Angelovská";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"5";"5";"4";"3";NULL;"průběžné úkoly";;"kvsp"
"51";"JSM523";"Sociální politika";"Angelovská";;"5";"5";"5";"5";"4";NULL;NULL;NULL;"5";"5";"3";"5";"5";;;"kvsp"
"52";"JSM523";"Sociální politika";"Angelovská";;"4";"4";"4";"5";"4";NULL;NULL;NULL;"5";"4";"4";"4";"5";;;"kvsp"
"53";"JSM523";"Sociální politika";"Angelovská";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"5";"3";"4";"4";"5";"komplexní přístup napříč oborovými diskurzy, úkoly";"více příkladů, více času";"kvsp"
"54";"JSM523";"Sociální politika";"Angelovská";;"5";"5";"5";"4";"4";NULL;NULL;NULL;"5";"4";"4";"4";"4";;;"kvsp"
"55";"JSM523";"Sociální politika";"Angelovská";;"3";"3";"5";"5";"4";NULL;NULL;NULL;"5";"3";"3";"3";"3";;;"kvsp"
"56";"JSM523";"Sociální politika";"Angelovská";;"4";"4";"4";"4";"3";NULL;NULL;NULL;"5";"4";"3";"4";"5";;;"kvsp"
"57";"JSM523";"Sociální politika";"Angelovská";;"3";"3";"4";"5";"4";NULL;NULL;NULL;"5";"3";"4";"3";"4";;;"kvsp"
"58";"JSM523";"Sociální politika";"Angelovská";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"5";"5";"4";"4";"5";;;"kvsp"
"59";"JSM523";"Sociální politika";"Angelovská";;"4";"3";"5";"5";"3";NULL;NULL;NULL;"5";"4";"4";"4";"5";;;"kvsp"
"60";"JSM523";"Sociální politika";"Angelovská";;"4";"3";"4";"5";"4";NULL;NULL;NULL;"5";"3";"3";"4";"5";;;"kvsp"
"61";"JSM523";"Sociální politika";"Angelovská";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"5";"4";"3";"4";"5";;;"kvsp"
"62";"JSM523";"Sociální politika";"Angelovská";;"4";"5";"4";"5";"4";NULL;NULL;NULL;"5";"4";"4";"4";"4";"lidský přístup, smysl pro humor, názorné přiklady";"asi nic";"kvsp"
"63";"JSM523";"Sociální politika";"Angelovská";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"64";"JSM523";"Sociální politika";"Angelovská";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"65";"JSM523";"Sociální politika";"Angelovská";;"5";"3";"4";"5";"5";NULL;NULL;NULL;"5";"4";NULL;"4";"4";"přístup a srozumitelnost";;"kvsp"
"66";"JSM523";"Sociální politika";"Angelovská";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"67";"JSM523";"Sociální politika";"Angelovská";;"4";"3";"4";"5";"3";NULL;NULL;NULL;NULL;"4";"4";"4";"5";;;"kvsp"
"68";"JSM523";"Sociální politika";"Angelovská";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"69";"JSM523";"Sociální politika";"Angelovská";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;"nic";"kvsp"
"70";"JSM523";"Sociální politika";"Angelovská";;"3";"3";"4";"4";"3";NULL;NULL;NULL;"5";"3";"4";"4";"3";;;"kvsp"
"71";"JSM523";"Sociální politika";"Angelovská";;"5";"5";"5";"5";NULL;NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"72";"JSM523";"Sociální politika";"Angelovská";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"73";"JSM523";"Sociální politika";"Angelovská";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"5";"5";"4";"5";"5";;;"kvsp"
"74";"JSM641";"Sociální problémy";"Frič";;"4";"5";"4";"4";"5";NULL;NULL;NULL;"5";"5";"5";"3";"4";;;"kvsp"
"75";"JSM641";"Sociální problémy";"Frič";;"5";"3";"5";"4";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"76";"JSM641";"Sociální problémy";"Frič";;"5";"3";"5";"5";"4";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"77";"JSM641";"Sociální problémy";"Frič";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"4";"5";"3";"4";"5";;;"kvsp"
"78";"JSM641";"Sociální problémy";"Frič";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"79";"JSM641";"Sociální problémy";"Frič";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"kvsp"
"80";"JSM641";"Sociální problémy";"Frič";;"4";"3";"5";"5";NULL;NULL;NULL;NULL;"5";"4";"4";"4";"5";"prezentace";;"kvsp"
"81";"JSM641";"Sociální problémy";"Frič";;"4";"3";"4";"4";"3";NULL;NULL;NULL;"4";"4";"4";"4";"4";;;"kvsp"
"82";"JSM641";"Sociální problémy";"Frič";;"4";"4";"4";"4";"4";NULL;NULL;NULL;"5";"3";"4";"3";"4";"jasný výklad";;"kvsp"
"83";"JSM641";"Sociální problémy";"Frič";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"4";"5";"5";"5";"5";;;"kvsp"
"84";"JSM641";"Sociální problémy";"Frič";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"5";"4";"5";"4";"5";"zapálení vyučujícího do oboru";"více času na diskuze - byly zajímavé a přínosné, ale bylo málo času";"kvsp"
"85";"JSM641";"Sociální problémy";"Frič";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"5";"5";"3";"5";"4";;;"kvsp"
"86";"JSM641";"Sociální problémy";"Frič";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"5";"4";"3";"4";"5";"dobrý přístup k lekcím dálkového studia, dobrý přehled k domácí přípravě";;"kvsp"
"87";"JSM641";"Sociální problémy";"Frič";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"4";"5";"5";"5";"5";"přednášející - zajímavý přednes, struktura výkladu";;"kvsp"
"88";"JSM641";"Sociální problémy";"Frič";;"5";"4";"5";"5";"4";NULL;NULL;NULL;"4";"4";"4";"4";"5";"komplexní přístup";"více příkladů, více času";"kvsp"
"89";"JSM641";"Sociální problémy";"Frič";;"5";"4";"5";"5";"5";NULL;NULL;NULL;"4";"5";"5";"5";"5";;;"kvsp"
"90";"JSM641";"Sociální problémy";"Frič";;"5";"3";"5";NULL;"5";NULL;NULL;NULL;"4";"5";"3";"5";"5";"systematičnost výkladu";"více času, seminář";"kvsp"
"91";"JSB021";"Základy demografie";"Bartoňová";;"5";"4";"4";"5";"4";NULL;NULL;NULL;"5";"4";"4";"3";"5";;;"ks"
"92";"JSB021";"Základy demografie";"Bartoňová";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";;;"ks"
"93";"JSB021";"Základy demografie";"Bartoňová";;"4";"3";"5";"5";"4";NULL;NULL;NULL;"5";"4";"3";"4";"4";"pedagogické schopnosti přednášející";"abychom si v hodinách některé početní příklady zkusili vypočítat";"ks"
"94";"JSB021";"Základy demografie";"Bartoňová";;"4";"3";"4";"4";"3";NULL;NULL;NULL;"5";"4";"3";"4";"3";"přednášky formou prezentací";"je škoda, že už nejsou také cvičení, zdůraznit propojení se současnými soc.problémy";"ks"
"95";"JSM657";"Welfare State in the Age of Retrenchment: Theory and Practice";"Novotný";"Polášek";"4";"3";"3";"3";"4";"3";"4";"4";"4";"4";"4";"4";"4";"the participatory mannes in which it is dome";"to space out the reading, workload better";"kvsp"
"96";"JSM657";"Welfare State in the Age of Retrenchment: Theory and Practice";"Novotný";"Polášek";"4";"3";"3";"4";"4";"3";"4";"4";"5";"4";"4";"4";"3";"lots of new information";"maybe the empirical part";"kvsp"
"97";"JSM657";"Welfare State in the Age of Retrenchment: Theory and Practice";"Novotný";"Polášek";"4";"3";"4";"3";"5";"4";"3";"4";"5";"4";"4";"5";"4";"very interesting choise of literature, good introductions from lectores";"more feedback";"kvsp"
"98";"JSM657";"Welfare State in the Age of Retrenchment: Theory and Practice";"Novotný";"Polášek";"3";"5";"3";"3";"3";"3";"3";"3";"5";"4";"5";"4";"4";"choosen variety of studying materials";"leading and lecturing skills of subject lectures, more friendly attitude to students";"kvsp"
"99";"JSM657";"Welfare State in the Age of Retrenchment: Theory and Practice";"Novotný";"Polášek";"4";"5";"4";"5";"5";"4";"5";"5";"5";"4";"5";"4";"3";"new wats to see things and the welfare state";"it was pretty much work to do...";"kvsp"
"100";"JSM657";"Welfare State in the Age of Retrenchment: Theory and Practice";"Novotný";"Polášek";"3";"5";"3";"4";"4";"3";"4";"5";"5";"4";"5";"4";"3";"valuable topic and good texts for critical interpretation";"shorter seminarsheld more offen";"kvsp"
"101";"JSM657";"Welfare State in the Age of Retrenchment: Theory and Practice";"Novotný";"Polášek";"3";"4";"3";"3";"4";"3";"3";"3";"5";"4";"4";"4";"3";;;"kvsp"
"102";"JSM657";"Welfare State in the Age of Retrenchment: Theory and Practice";"Novotný";"Polášek";NULL;"4";"4";"4";"4";"3";"4";"4";"5";"4";"4";"4";"3";"student presentations and discussion";"i would appriciale a more positive attitude towards students inputand ideas, and if the texts were more equal every seminar, both in lenght and difficulty";"kvsp"
"103";"JSM657";"Welfare State in the Age of Retrenchment: Theory and Practice";"Novotný";"Polášek";"3";"5";"4";"3";"4";"4";"3";"4";"5";"5";"4";"5";"3";"very broad knowledge given aout the topic and related theories";"the work amount of texts to be read for each seminar was quite unevenly distributed between the weeks > sometimes it was nor a lot and for the next week it was too much";"kvsp"
"104";"JSB148";"Úvod do sociální psychologie pro sociology";"Fajmonová, Osuský";;"5";"4";"4";"5";"3";NULL;NULL;NULL;"4";"3";"4";"4";"5";"úvod přednášky - opakování minulé látky";;"ks"
"105";"JSB148";"Úvod do sociální psychologie pro sociology";"Fajmonová, Osuský";;"4";"4";"4";"5";"3";NULL;NULL;NULL;"4";"3";"3";"3";"4";"opakování látky na začátku hodiny";"méně experimentů, nezakládat přednášky a látku na experimentu";"ks"
"106";"JSB148";"Úvod do sociální psychologie pro sociology";"Fajmonová, Osuský";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"5";"5";"5";"5";"5";"nejoblíbenější předmět tohoto semestru, dynamické přednášky, přednášející se skvěle doplňují, látka je velmi zajímavá, ukazuje se na experimentech a příkladech, prostě super!";;"ks"
"107";"JSB148";"Úvod do sociální psychologie pro sociology";"Fajmonová, Osuský";;"5";"3";"5";"5";"5";NULL;NULL;NULL;"4";"5";"5";"5";"5";"přístup ke studentům, spolupráce s nimi, experimenty";;"ks"
"108";"JSB148";"Úvod do sociální psychologie pro sociology";"Fajmonová, Osuský";;"4";"3";"5";"5";"5";NULL;NULL;NULL;"5";"5";"4";"4";"5";"poutavý způsob vyučování, mnoho příkladů a vlastních zkušeností";"nic, už je to super";"ks"
"109";"JSB148";"Úvod do sociální psychologie pro sociology";"Fajmonová, Osuský";;"5";"5";"5";"5";"5";NULL;NULL;NULL;"4";"5";"5";"5";"5";"přednášející a jejich přístup,příklady z praxe";;"ks"
"110";"JSB148";"Úvod do sociální psychologie pro sociology";"Fajmonová, Osuský";;"5";"4";"5";"5";"5";NULL;NULL;NULL;NULL;"5";"5";"5";"5";;;"ks"
